"","loc","publication_name","language","publication_date","title","keywords","image_loc"
"1","https://www.tio.ch/svizzera/attualita/1714570/partito-cruciverba-quel-udc-nouvelliste","20minuti","it","2023-11-23T16:46+01:00","Quel cruciverba che ha fatto infuriare l'UDC","fatto infuriare,cruciverba,partito,quel,udc,nouvelliste,parole,parole crociate,quotidiano,direttore",NA
"2","https://www.tio.ch/sport/hockey/1714735/zurkirchen-e-meyer-ancora-kloten","20minuti","it","2023-11-23T16:43+01:00","Zurkirchen e Meyer: ancora Kloten","meyer,zurkirchen,kloten,national,national league,league,club,zurkirchen meyer,dario,sandro",NA
"3","https://www.tio.ch/ticino/cronaca/1714589/ticino-processo","20minuti","it","2023-11-23T16:31+01:00","Mortale di Grancia: condannato per omicidio colposo","omicidio colposo,23enne,omicidio,grancia,corte,anni,pena,carcere,mezzo,manovra",NA
"4","https://www.tio.ch/sport/altri-sport/1714414/quando-djokovic-perde-visto-giorno","20minuti","it","2023-11-23T16:29+01:00","«Djokovic? Non è facile parlare con lui quando perde»","perde,facile parlare,djokovic,quando perde,quando,visto,giorno,coach,pupillo,goran ivanisevic",NA
"5","https://www.tio.ch/dal-mondo/cronaca/1714726/tre-scuola-bambini-dublino-aggredito","20minuti","it","2023-11-23T16:22+01:00","Tre bambini accoltellati fuori da una scuola","tre bambini,tre,scuola,bambini,dublino,stato,aggredito,almeno cinque,arrestato,cinque",NA
"6","https://www.tio.ch/svizzera/attualita/1714717/abusi-sessuali-nella-chiesa-si-dimette-il-rettore-del-collegio-di-saint-maurice","20minuti","it","2023-11-23T16:05+01:00","Abusi sessuali nella chiesa, si dimette il rettore del collegio di Saint-Maurice","saint-maurice,rettore,abusi,abusi sessuali,scuola,impegno educativo,possa svolgere,scuola possa,scuola possa svolgere,serenità",NA
"7","https://www.tio.ch/economia/svizzera/1714713/servizi-subacquei-fusione-tra-la-css-di-chiasso-e-la-drafinsub-di-genova","20minuti","it","2023-11-23T15:52+01:00","Servizi subacquei, fusione tra la Css di Chiasso e la Drafinsub di Genova","genova,servizi,chiasso,css,fusione,servizi subacquei,drafinsub,sa,svizzera,anni",NA
"8","https://www.tio.ch/economia/svizzera/1714706/c-e-la-possibilita-che-la-bns-non-abbassi-i-tassi-prima-del-2025","20minuti","it","2023-11-23T15:25+01:00","C'è la possibilità che la Bns non abbassi i tassi prima del 2025","tagli,bns,tassi,svizzera,aspettative,interesse,banca,prossimo anno,riguardo,mercato",NA
"9","https://www.tio.ch/svizzera/attualita/1714699/polmonite-in-cina-in-svizzera-gia-numerosi-casi","20minuti","it","2023-11-23T15:18+01:00","Polmonite in Cina, in Svizzera già numerosi casi","meyer,cina,svizzera,studio,aumento,infezioni,polmonite,casi,micoplasma,meyer sauteur",NA
"10","https://www.tio.ch/dal-mondo/cronaca/1714677/proclamato-lo-sciopero-generale-salvini-non-lo-accetto","20minuti","it","2023-11-23T15:09+01:00","Proclamato lo sciopero generale, Salvini: «Non lo accetto»","accetto,sciopero generale,salvini,sindacati,sciopero,ministero,trasporti,italia,diritto,trasporto",NA
"11","https://www.tio.ch/people/streaming/1714617/morgan-singolo-nuovo-pasquale-fedez","20minuti","it","2023-11-23T15:00+01:00","""Sì, certo l'amore"": tale e quale a questo Morgan","morgan,amore,singolo,nuovo,certo amore,sì certo,sì certo amore,musica,bluvertigo,richiama",NA
"12","https://www.tio.ch/svizzera/cronaca/1714690/otto-chili-di-cocaina-nel-sottofondo-della-valigia-arrestata-38enne-brasiliana","20minuti","it","2023-11-23T14:58+01:00","Otto chili di cocaina nel sottofondo della valigia: arrestata 38enne brasiliana","38enne,zurigo,38enne brasiliana,sottofondo,cocaina,valigia,otto,donna,san paolo,paolo",NA
"13","https://www.tio.ch/aziende-ticinesi-informano/1714291/venerdi-villa-domenica-vini-ciani-lugano","20minuti","it","2023-11-23T14:42+01:00","Vini in Villa: il meglio dell’enologia ticinese al Ciani","domenica,vini,venerdì,ciani,villa,lugano,terza edizione,novembre,edizione,chf",NA
"14","https://www.tio.ch/sport/motori/1714688/porsche-ticino-centri-gt3-fontana-hours-gulf-alex-abu-dhabi","20minuti","it","2023-11-23T14:40+01:00","Alex Fontana insieme a Centri Porsche Ticino per la Gulf 12 Hours ad Abu Dhabi","ticino,alex,abu,fontana,alex fontana,porsche,porsche ticino,centri,hours,abu dhabi",NA
