"","loc","publication_name","language","publication_date","title","keywords","image_loc"
"1","https://www.20min.ch/fr/story/operation-deluge-dal-aqsa-des-centaines-de-roquettes-tirees-de-la-bande-de-gaza-vers-israel-238434023542","20minutes","fr","2023-11-18T08:22:44+01:00","Guerre Israël-Hamas: Ordre d’évacuation «sous une heure» de l’hôpital al-Chifa",NA,"https://cdn.unitycms.io/images/AyJE-SStqo-BMFn8vGa4ab.jpg?op=ocroped&val=1200,1200,1000,1000,0,0&sum=ujOfmA_Me7o"
"2","https://www.20min.ch/fr/story/giuseppa-donne-des-nouvelles-inquietantes-depuis-lhopital-688969432956","20minutes","fr","2023-11-18T08:03:16+01:00","Giuseppa donne des nouvelles inquiétantes depuis l’hôpital",NA,"https://cdn.unitycms.io/images/65q6IMBXa0F9jXWOVuFuJW.png?op=ocroped&val=1200,1200,932,1000,0,68&sum=D3WGt-H7jj4"
"3","https://www.20min.ch/fr/story/espace-deuxieme-vol-test-pour-limmense-fusee-starship-de-spacex-136398197318","20minutes","fr","2023-11-18T07:42:56+01:00","SpaceX: deuxième vol test pour l’immense fusée Starship",NA,"https://cdn.unitycms.io/images/7GeV03Iz49HAtB2c2aIaPf.jpg?op=ocroped&val=1200,1200,1000,1000,0,0&sum=vK02c_mhfJ4"
"4","https://www.20min.ch/fr/story/diplomatie-operation-seduction-pour-xi-jinping-aux-etats-unis-386139475976","20minutes","fr","2023-11-18T07:41:48+01:00","Pandas et partenariat: opération séduction pour Xi aux Etats-Unis",NA,"https://cdn.unitycms.io/images/Dm7hUmgcqy9ByS3ftiZge8.jpg?op=ocroped&val=1200,1200,1000,1000,0,0&sum=PDrUMq2cx_I"
"5","https://www.20min.ch/fr/story/il-gagne-un-milliard-a-la-loterie-son-ex-le-balance-a-ses-parents-180404943542","20minutes","fr","2023-11-18T07:31:08+01:00","Il gagne un milliard à la loterie, son ex le balance à ses parents",NA,"https://cdn.unitycms.io/images/99P7UXJbKOxBCpAkcgdIdl.jpg?op=ocroped&val=1200,1200,1000,1000,0,0&sum=VGym4COYrms"
"6","https://www.20min.ch/fr/story/payer-50-fr-pour-aller-aux-urgences-soi-meme-une-etape-franchie-887800052912","20minutes","fr","2023-11-18T07:13:39+01:00","Payer 50 fr. pour aller aux Urgences soi-même: une étape franchie",NA,"https://cdn.unitycms.io/images/05Or7LxF4xDBHOSio4vvmY.jpg?op=ocroped&val=1200,1200,1000,1000,0,0&sum=xw_rwiI079Y"
"7","https://www.20min.ch/fr/story/encheres-la-derniere-guitare-de-kurt-cobain-vendue-1-3-million-de-francs-183217215836","20minutes","fr","2023-11-18T04:56:30+01:00","Enchères: La dernière guitare de Kurt Cobain vendue 1,3 million de francs",NA,"https://cdn.unitycms.io/images/7rlN4_X8qZj8mBrMF98HUI.jpg?op=ocroped&val=1200,1200,1000,1000,0,0&sum=DEC1QxdjVOU"
"8","https://www.20min.ch/fr/story/presidentielle-au-liberia-george-weah-concede-sa-defaite-face-a-joseph-boakai-492657432602","20minutes","fr","2023-11-18T02:03:39+01:00","Présidentielle: Au Liberia, George Weah concède sa défaite face à Joseph Boakai",NA,"https://cdn.unitycms.io/images/5s_QkrNtqyVAXWi36ndleM.jpg?op=ocroped&val=1200,1200,1000,1000,0,0&sum=VRESqc4qZFA"
"9","https://www.20min.ch/fr/story/fusillade-plusieurs-victimes-apres-des-tirs-dans-un-hopital-americain-551555870922","20minutes","fr","2023-11-18T00:34:53+01:00","Etats-Unis: Un mort après des tirs dans un hôpital du New Hampshire",NA,"https://cdn.unitycms.io/images/EbYexYuE4GH9ItMaERfew7.jpg?op=ocroped&val=1200,1200,1000,1000,0,0&sum=vJpSA7M8K48"
"10","https://www.20min.ch/fr/story/etats-unis-le-proces-de-donald-trump-en-georgie-pourrait-debuter-le-5-aout-413164806500","20minutes","fr","2023-11-17T23:56:35+01:00","Etats-Unis: Le procès de Donald Trump en Géorgie pourrait débuter le 5 août",NA,"https://cdn.unitycms.io/images/6LhHLabRKyR8vpO-Ef9Dem.jpg?op=ocroped&val=1200,1200,1000,1000,0,0&sum=aOB7V3hvtwA"
"11","https://www.20min.ch/fr/story/football-litalie-y-croit-encore-lalbanie-et-le-danemark-qualifies-865625124469","20minutes","fr","2023-11-17T23:08:22+01:00","Euro 2024: L’Italie se relance, l’Albanie et le Danemark passent",NA,"https://cdn.unitycms.io/images/8UbthO4QKtTA0CoI68wWWB.jpg?op=ocroped&val=1200,1200,1000,1000,0,0&sum=GERIOz_nrfo"
