"","loc","publication_name","language","publication_date","title","keywords","image_loc"
"1","https://www.20min.ch/story/schnee-einige-skigebiete-sind-schon-offen-653771629679","20minuten","de","2023-11-18T08:24:11+01:00","Viel Neuschnee: Hier kannst du dieses Wochenende bereits Skifahren",NA,"https://cdn.unitycms.io/images/5rMywVnNqcUBll4lInU7u1.jpg?op=ocroped&val=1200,1200,1000,1000,0,0&sum=hYO8kkb4oVQ"
"2","https://www.20min.ch/story/koenigliche-herausforderungen-harry-charlene-und-co-unter-diesen-krankheiten-leiden-die-royals-845438935739","20minuten","de","2023-11-18T08:15:23+01:00","Königliche Herausforderungen: Harry, Charlène und Co. – unter diesen Krankheiten leiden die Royals",NA,"https://cdn.unitycms.io/images/1dYp8_0cKgu91CSbn0RZtM.jpg?op=ocroped&val=1200,1200,1000,1000,0,0&sum=QaOiQ_1de5o"
"3","https://www.20min.ch/story/matterhorn-geduld-ist-gefragt-startzeit-der-frauen-abfahrt-verschoben-413887430159","20minuten","de","2023-11-18T08:02:38+01:00","Matterhorn: Startzeit der Frauen-Abfahrt verschoben",NA,"https://cdn.unitycms.io/images/819IHGbZq7i9eaOjvl02SM.jpg?op=ocroped&val=1200,1200,1000,1000,0,0&sum=aanflGIiqh0"
"4","https://www.20min.ch/story/wetter-schweiz-neuschnee-bergen-773827943300","20minuten","de","2023-11-18T07:50:44+01:00","Wetter Schweiz: Sonniger Samstag, mehr Schnee nächste Woche",NA,"https://cdn.unitycms.io/images/6YC8quq4q698OrpOIZEH3r.jpg?op=ocroped&val=1200,1200,889,705,171,61&sum=1ibWq_SkjLY"
"5","https://www.20min.ch/story/antisemitismus-eklat-musks-x-verliert-weitere-grosse-werbekunden-339344920127","20minuten","de","2023-11-18T07:34:28+01:00","Nach Antisemitismus-Eklat: Musks X verliert weitere grosse Werbekunden",NA,"https://cdn.unitycms.io/images/8QsqJPVAa1b84ndNYHbepm.jpg?op=ocroped&val=1200,1200,1000,1000,0,0&sum=n4kv_HA3dmE"
"6","https://www.20min.ch/story/besserer-sex-koffein-sorgt-fuer-einen-intensiveren-orgasmus-327856912690","20minuten","de","2023-11-18T06:30:00+01:00","Besserer Sex: Koffein sorgt für einen intensiveren Orgasmus",NA,"https://cdn.unitycms.io/images/0wqRd3upamF9VQCS5hEWgh.jpg?op=ocroped&val=1200,1200,901,388,81,0&sum=M782vRHP56k"
"7","https://www.20min.ch/story/nahost-gaza-noa-marziano-hamas-idf-566174374995","20minuten","de","2023-11-18T05:48:10+01:00","Nahostkonflikt: Noa Marziano – Leiche in Gaza gefunden",NA,"https://cdn.unitycms.io/images/EiiMs6fpqRIBfXkiYjqnRH.png?op=ocroped&val=1200,1200,946,582,114,21&sum=GfRM-T2mkRE"
"8","https://www.20min.ch/story/reinach-bl-eisvogel-beim-brueten-gestoert-das-kommt-sie-nun-teuer-zu-stehen-850236751772","20minuten","de","2023-11-18T05:05:41+01:00","Reinach BL: Eisvogel beim Brüten gestört – das kommt sie nun teuer zu stehen",NA,"https://cdn.unitycms.io/images/2oHSYxrqqAVBzhbJ2iZoHa.jpg?op=ocroped&val=1200,1200,1000,1000,0,0&sum=Nuy83iXm7I4"
"9","https://www.20min.ch/story/st-gallen-die-richtige-polizei-stoppte-den-fake-polizisten-767384277299","20minuten","de","2023-11-18T05:05:11+01:00","St. Gallen: Die richtige Polizei stoppte den Fake-Polizisten",NA,"https://cdn.unitycms.io/images/21Jf4GHtKIx9vuKJwBQzqn.jpg?op=ocroped&val=1200,1200,1000,1000,0,0&sum=l_F1Dcy45Lw"
"10","https://www.20min.ch/story/gpk-bericht-zu-indiskretionen-konnten-ringier-chef-marc-walder-nicht-zu-anhoerung-zwingen-554511676077","20minuten","de","2023-11-18T05:03:18+01:00","GPK-Bericht zu Indiskretionen: «Ihre Quintessenz ist falsch»",NA,"https://cdn.unitycms.io/images/CjWoW1fa4jq8IxIuQwAtJb.png?op=ocroped&val=1200,1200,1000,1000,0,0&sum=fl1gDWbvdrs"
