"","loc","publication_date","title","keywords","image_loc"
"50","https://www.20min.ch/story/novak-djokovic-gewinnt-turnier-in-bercy-667980535040","2023-11-05T18:47:09+01:00","Tennis: Novak Djokovic gewinnt den Titel in Paris-Bercy",NA,"https://cdn.unitycms.io/images/647Vv44A4q0BzmqLfDfr2r.jpg?op=ocroped&val=1200,1200,1000,1000,0,0&sum=iLCd_IdWXj0"
"51","https://www.20min.ch/story/entlassungen-und-nur-jobs-fuer-gesunde-ems-chemie-widerspricht-218691757835","2023-11-05T18:31:49+01:00","Entlassungen und nur Jobs für Gesunde? Ems-Chemie widerspricht",NA,"https://cdn.unitycms.io/images/F25DcjdFaD-9H-xMW3XQYj.jpg?op=ocroped&val=1200,1200,1000,1000,0,0&sum=uD9yzj18I1Q"
"52","https://www.20min.ch/story/super-league-xherdan-shaqiri-halt-sich-in-lugano-fit-782924337325","2023-11-05T18:16:29+01:00","Super League: Xherdan Shaqiri kehrt zu Lugano zurück",NA,"https://cdn.unitycms.io/images/3Zhkrr874aABTdlYs1QFVm.jpg?op=ocroped&val=1200,1200,870,903,82,27&sum=ylp7RKloOf8"
"53","https://www.20min.ch/story/prinzessin-kate-beantwortet-einem-kind-die-frage-wer-sie-ist-in-schottland-535083001979","2023-11-05T16:52:15+01:00","Prinzessin Kate: «Wer bist du?» – ihre Antwort überrascht",NA,"https://cdn.unitycms.io/images/E6bpBIAf44eAS2OAGgdxbt.jpg?op=ocroped&val=1200,1200,1000,1000,0,0&sum=qCI91JuPTpI"
"54","https://www.20min.ch/story/bauarbeiten-in-luzern-beim-verkehrshaus-ist-umsteigen-auf-den-bus-angesagt-799008600596","2023-11-05T16:44:12+01:00","Bauarbeiten in Luzern: Beim Verkehrshaus ist Umsteigen auf den Bus angesagt",NA,"https://cdn.unitycms.io/images/9_MDgjMk4kj9jja7VbbDXL.jpg?op=ocroped&val=1200,1200,1000,1000,0,0&sum=fz7nkngKoYI"
"55","https://www.20min.ch/story/st-gallen-mann-erschleicht-sich-autowaesche-225414148677","2023-11-05T16:39:19+01:00","St. Gallen: Mann erschleicht sich Autowäsche",NA,"https://cdn.unitycms.io/images/7MBt0xJf4bw8ytpK3oIxqP.jpg?op=ocroped&val=1200,1200,1000,1000,0,0&sum=iDrAhGpOTXA"
"56","https://www.20min.ch/story/prinz-carl-philip-von-schweden-musste-nach-verletzung-unfall-operiert-werden-2023-579606796135","2023-11-05T16:08:04+01:00","Prinz Carl Philip musste nach Verletzung operiert werden",NA,"https://cdn.unitycms.io/images/C7PrAtNda0bBm-G5Up-AhP.jpg?op=ocroped&val=1200,1200,1000,1000,0,0&sum=ke0OO1yNWhE"
"57","https://www.20min.ch/story/altersabstand-zwischen-kindern-so-viele-jahre-sind-ideal-314759548571","2023-11-05T15:37:48+01:00","Altersabstand zwischen Kindern: So viele Jahre sind ideal",NA,"https://cdn.unitycms.io/images/6dxP4BzO4uaA_8i8e5PmOJ.jpg?op=ocroped&val=1200,1200,999,857,56,0&sum=mg2UxOTbGgQ"
"58","https://www.20min.ch/story/vermisst-in-zuerich-wer-hat-brigitta-schleiss-92-gesehen-188671882212","2023-11-05T15:26:57+01:00","Vermisst in Zürich: Wer hat Brigitta Schleiss (92) gesehen?",NA,"https://cdn.unitycms.io/images/5KjpWzjMKtYB0Oa7kqSG2S.jpg?op=ocroped&val=1200,1200,1000,1000,0,0&sum=dUAyM1s4SYg"
"59","https://www.20min.ch/story/charlize-theron-mutter-erschoss-vater-so-sehr-leidet-sie-darunter-2023-580602612867","2023-11-05T15:09:46+01:00","Charlize Theron: Mutter erschoss Vater – so sehr leidet sie darunter",NA,"https://cdn.unitycms.io/images/20gIPioba2TA_YulGbO-qz.jpg?op=ocroped&val=1200,1200,1000,1000,0,0&sum=NKzo8DvOQkc"
"60","https://www.20min.ch/story/drogenkurier-am-flughafen-zuerich-festgenommen-336671030738","2023-11-05T14:56:05+01:00","Drogenkurier am Flughafen Zürich festgenommen",NA,"https://cdn.unitycms.io/images/1UXhsZEBKea9M26n8VvcOb.png?op=ocroped&val=1200,1200,1000,1000,0,0&sum=oQaUh6_k8GE"
"61","https://www.20min.ch/story/geiselnahme-am-flughafen-hamburg-darum-ist-stuermung-letzte-option-383406238240","2023-11-05T14:34:15+01:00","Geiselnahme am Flughafen Hamburg: Darum ist Stürmung letzte Option",NA,"https://cdn.unitycms.io/images/CHgA03ceKWtBSFCQbcnJj_.jpg?op=ocroped&val=1200,1200,1000,1000,0,0&sum=poXunOjwTjA"
"62","https://www.20min.ch/story/vandalismus-an-halloween-spreitenbach-sucht-die-taeterschaft-156388063744","2023-11-05T13:32:41+01:00","Vandalismus an Halloween: Spreitenbach sucht die Täterschaft",NA,"https://cdn.unitycms.io/images/0jFFysDOKnh89jcRgUMuig.jpg?op=ocroped&val=1200,1200,1000,1000,0,0&sum=wQrN-gKZsrY"
"63","https://www.20min.ch/story/laeufelfingen-ace-gewinnt-polizeihundepruefung-beider-basel-529763176761","2023-11-05T13:25:39+01:00","Läufelfingen: «Ace» gewinnt Polizeihundeprüfung beider Basel",NA,"https://cdn.unitycms.io/images/4cTSS_LZ4v9Aiie6TWwOkw.jpg?op=ocroped&val=1200,1200,1000,1000,0,0&sum=lSj9HaYj9ug"
"64","https://www.20min.ch/story/streit-in-europaallee-eskaliert-mann-geht-mit-stichwaffe-auf-gruppe-los-463616695956","2023-11-05T13:24:42+01:00","Streit in Europaallee eskaliert: Mann geht mit Stichwaffe auf Gruppe los",NA,"https://cdn.unitycms.io/images/F5H5nSLfaFb8vnvX4jjMab.jpg?op=ocroped&val=1200,1200,1000,1000,0,0&sum=YV2JZ3OL3MU"
"65","https://www.20min.ch/story/hamas-portfolio-firmen-der-terrorgruppe-machen-im-ausland-geschaefte-552780180699","2023-11-05T12:30:18+01:00","Hamas-Portfolio: Firmen der Terrorgruppe machen im Ausland Geschäfte",NA,"https://cdn.unitycms.io/images/1qEuhCZNKUN8KKTY4z_EpS.jpg?op=ocroped&val=1200,1200,1000,1000,0,0&sum=DtRAZZCCJHk"
"66","https://www.20min.ch/story/hamburg-verhandlungen-mit-geiselnehmer-dauern-an-weitere-fluege-gestrichen-279518297154","2023-11-05T12:28:01+01:00","Geiselnahme am Hamburger Flughafen: Verhandlungen dauern an",NA,"https://cdn.unitycms.io/images/2HMS-M4Ka5kAK8awxSx4E4.jpg?op=ocroped&val=1200,1200,1000,1000,0,0&sum=JCgocqthkCA"
"67","https://www.20min.ch/story/grippeimpfung-bund-will-junge-impfen-869010516927","2023-11-05T12:12:20+01:00","Grippeimpfung: Bund will Junge impfen",NA,"https://cdn.unitycms.io/images/CUt0qCjKKSxAtilqmPaCwz.jpg?op=ocroped&val=1200,1200,1000,1000,0,0&sum=Q2wQc9RxIcs"
"68","https://www.20min.ch/story/groesser-wirken-tipps-um-auch-ohne-high-heels-groesser-auszusehen-662578077157","2023-11-05T12:00:00+01:00","Grösser wirken: Tipps, um auch ohne High Heels grösser auszusehen",NA,"https://cdn.unitycms.io/images/2iTnecHM4caBjSOyks6Wlf.jpg?op=ocroped&val=1200,1200,901,684,150,52&sum=Oc2GraAn9EY"
"69","https://www.20min.ch/story/bern-schweizer-hamas-freund-mobilisierte-fuer-pro-palaestina-demo-634663925174","2023-11-05T11:52:54+01:00","Bern : Schweizer Hamas-Freund mobilisierte für Pro-Palästina-Demo ",NA,"https://cdn.unitycms.io/images/3A-BjSBsqZI9BU0hpxvSGL.jpg?op=ocroped&val=1200,1200,1000,1000,0,0&sum=RvfzDsWrzco"
"70","https://www.20min.ch/story/hassan-nasrallah-hisbollah-chef-verspottet-israel-329318079761","2023-11-05T11:46:05+01:00","Hassan Nasrallah: Hisbollah-Chef verspottet Israel",NA,"https://cdn.unitycms.io/images/1rC_o_QbK_m8HMNb071I2B.jpg?op=ocroped&val=1200,1200,1000,1000,0,0&sum=yXOrRnm_l_g"
"71","https://www.20min.ch/story/zuerich-werdinsel-abgesperrt-leblose-person-gefunden-764511664014","2023-11-05T11:33:30+01:00","Leblose Person bei Zürcher Werdinsel: Polizei ermittelt. ",NA,"https://cdn.unitycms.io/images/2HRFyx6x4-z8lZgp-d1BwE.jpg?op=ocroped&val=1200,1200,1000,1000,0,0&sum=SUF8_KtfGYM"
"72","https://www.20min.ch/story/michelle-hunziker-zeigt-sich-erstmals-mit-alessandro-carollo-im-tessin-393895703854","2023-11-05T11:06:22+01:00","Michelle Hunziker zeigt sich erstmals mit Alessandro Carollo",NA,"https://cdn.unitycms.io/images/A83Znn1haJVABvCQywn8g1.png?op=ocroped&val=1200,1200,1000,456,123,0&sum=DctlTtilNtI"
"73","https://www.20min.ch/story/rene-benkos-firma-signa-braucht-dringend-sehr-viel-geld-869825661141","2023-11-05T10:33:43+01:00","René Benkos Firma Signa braucht dringend sehr viel Geld",NA,"https://cdn.unitycms.io/images/AFF_1lHgagaBgegdWZDEII.jpg?op=ocroped&val=1200,1200,1000,1000,0,0&sum=6BONrLGhF6Q"
"74","https://www.20min.ch/story/nahostkonflikt-rechter-minister-droht-dem-gazastreifen-mit-atombombe-115391123817","2023-11-05T10:32:23+01:00","Nahostkonflikt: Rechter Minister droht dem Gazastreifen mit Atombombe",NA,"https://cdn.unitycms.io/images/DhGJvG214G393z90ZF-Fon.jpg?op=ocroped&val=1200,1200,1000,1000,0,0&sum=QSPixdJoBVo"
"75","https://www.20min.ch/story/spirig-williams-und-co-bencic-vorbilder-diese-sportlerinnen-kehrten-als-mutter-zurueck-374878439142","2023-11-05T10:23:33+01:00","Spirig, Williams und Co. : Bencic-Vorbilder? Diese Sportlerinnen kehrten als Mutter zurück",NA,"https://cdn.unitycms.io/images/DFMH8ZTsqf2BPQw3ykWZGr.jpg?op=ocroped&val=1200,1200,1000,1000,0,0&sum=5begJVEPDlQ"
"76","https://www.20min.ch/story/halbierungsinitiative-bundesrat-roesti-will-srg-abgabe-auf-300-franken-senken-509123376932","2023-11-05T10:07:20+01:00","Halbierungsinitiative: Bundesrat Rösti will SRG-Abgabe auf 300 Franken senken",NA,"https://cdn.unitycms.io/images/5d84qYyyaHnB4H8N3qMuys.jpg?op=ocroped&val=1200,1200,1000,1000,0,0&sum=_kxCBZ7hPiM"
"77","https://www.20min.ch/story/rad-star-stefan-kueng-vermisst-seit-blutigem-crash-seinen-ehering-784497498447","2023-11-05T10:03:06+01:00","Rad-Star: Stefan Küng vermisst seit blutigem Crash seinen Ehering",NA,"https://cdn.unitycms.io/images/BSjQ5OsVquk8GaRDHr0aQA.jpg?op=ocroped&val=1200,1200,689,730,28,153&sum=AJlln77Aqog"
"78","https://www.20min.ch/story/kourtney-kardashian-und-travis-barker-sind-eltern-geworden-2023-673983182117","2023-11-05T10:00:41+01:00","Kourtney Kardashian und Travis Barker sind Eltern geworden",NA,"https://cdn.unitycms.io/images/702F2bq9KHhBbjIwkkyeNM.jpg?op=ocroped&val=1200,1200,1000,566,121,0&sum=z4BYmMojirM"
"79","https://www.20min.ch/story/st-gallen-polizei-findet-mehrere-waffen-in-gebuesch-239024008522","2023-11-05T09:58:09+01:00","St. Gallen: Polizei findet mehrere Waffen in Gebüsch",NA,"https://cdn.unitycms.io/images/7foGtISTqFf8EGpL9uefrj.jpg?op=ocroped&val=1200,1200,1000,1000,0,0&sum=QDzyRVy1uSw"
"80","https://www.20min.ch/story/welcher-frisur-passt-perfekt-zu-welchem-oberteil-131465179072","2023-11-05T09:30:00+01:00","Welcher Frisur passt perfekt zu welchem Oberteil?",NA,"https://cdn.unitycms.io/images/1TiFgsyTaT5Bvgm5CDGfDq.jpg?op=ocroped&val=1200,1200,756,425,128,122&sum=Yxko1tR0tcg"
"81","https://www.20min.ch/story/hamburger-flughafen-das-ist-bisher-zur-geiselnahme-bekannt-197309292362","2023-11-05T06:37:49+01:00","Hamburger Flughafen : Das ist bisher zur Geiselnahme bekannt",NA,"https://cdn.unitycms.io/images/Ag-ex20FanzAs-TuWWNR3b.jpg?op=ocroped&val=1200,1200,1000,1000,0,0&sum=uZXx75msocg"
"82","https://www.20min.ch/story/rorschacherberg-darum-ist-diese-dampfloki-ein-einzigartiges-phaenomen-807420799854","2023-11-05T04:33:18+01:00","Rorschacherberg: Darum ist diese Dampfloki ein «einzigartiges Phänomen»",NA,"https://cdn.unitycms.io/images/2jOeUX8n4WlBs8PpQt6NHP.jpg?op=ocroped&val=1200,1200,1000,1000,0,0&sum=jowps2csurg"
"83","https://www.20min.ch/story/grindelwald-first-umfahrung-soll-kartfahrer-unfaelle-vermeiden-605729735463","2023-11-05T04:33:04+01:00","Grindelwald-First: Umfahrung soll Kartfahrer-Unfälle vermeiden ",NA,"https://cdn.unitycms.io/images/9FO-AAGJqBl8E_wNZEpVhS.png?op=ocroped&val=1200,1200,1000,1000,0,0&sum=UbcFGijNRfg"
"84","https://www.20min.ch/story/skurrile-autopannen-wenn-die-fahrt-zum-abenteuer-wird-492424658726","2023-11-05T04:27:37+01:00","Skurrile Autopannen: Wenn die Fahrt zum Abenteuer wird",NA,"https://cdn.unitycms.io/images/2i8xULVVqTHAXgG-Oj09Ct.jpg?op=ocroped&val=1200,1200,1000,1000,0,0&sum=PxFnsEDU49w"
"85","https://www.20min.ch/story/trotz-sieg-bayern-trainer-thomas-tuchel-bricht-interview-ab-946731339372","2023-11-05T04:26:58+01:00","Trotz Sieg: Bayern-Trainer Thomas Tuchel bricht Interview ab ",NA,"https://cdn.unitycms.io/images/5OmHVURHa9fALKPZgNvPla.jpg?op=ocroped&val=1200,1200,1000,1000,0,0&sum=vjQcWZ2gBI0"
"86","https://www.20min.ch/story/so-reden-sie-mit-kindern-ueber-den-krieg-712724664020","2023-11-05T04:25:55+01:00","So reden Sie mit Kindern über den Krieg",NA,"https://cdn.unitycms.io/images/D6BWWt89aE69zMoUURX0K0.jpg?op=ocroped&val=1200,1200,1000,1000,0,0&sum=EoqLXno2fQo"
"87","https://www.20min.ch/story/schweizer-spermien-biologin-maenner-sollen-sich-keine-sorgen-machen-684180472182","2023-11-05T04:24:16+01:00","Nach Studie entwarnt Biologin «Männer sollen sich keine Sorgen machen»",NA,"https://cdn.unitycms.io/images/4SQZiTG6aP-9_7ygoNB_s_.png?op=ocroped&val=1200,1200,1000,1000,0,0&sum=NZs8vl2H51k"
"88","https://www.20min.ch/story/nahostpolitik-wegen-kontroverser-uno-resolution-kritik-an-cassis-wird-lauter-294869856780","2023-11-05T02:58:49+01:00","Nahostpolitik: Wegen kontroverser UNO-Resolution – Kritik an Cassis’ wird lauter",NA,"https://cdn.unitycms.io/images/De8eXs3Sa85A83POW5sBkG.jpg?op=ocroped&val=1200,1200,1000,1000,0,0&sum=-IJoqNwfoHo"
"89","https://www.20min.ch/story/deutschland-bewaffneter-mann-flugverkehr-am-hamburger-flughafen-komplett-eingestellt-130578979616","2023-11-04T23:50:33+01:00","Flughafen Hamburg: Bewaffneter Mann hält Kind als Geisel fest",NA,"https://cdn.unitycms.io/images/1aD9AoHVK4FAorAVa2M-9I.jpg?op=ocroped&val=1200,1200,1000,1000,0,0&sum=QIAEZG-FdPM"
"90","https://www.20min.ch/story/bundesliga-live-dortmund-empfaengt-den-fc-bayern-muenchen-223904578313","2023-11-04T23:17:08+01:00","Bayern schiesst Dortmund im Bundesliga-Topspiel ab",NA,"https://cdn.unitycms.io/images/5RohRJ4IqIWAt3QP8oQSOF.jpg?op=ocroped&val=1200,1200,1000,1000,0,0&sum=HAezSj24YYk"
"91","https://www.20min.ch/story/fcz-servette-verteidigt-der-fcz-die-tabellenfuehrung-gegen-servette-774502379085","2023-11-04T22:42:22+01:00","Super League: Der FCZ kassiert erste Saisonpleite ",NA,"https://cdn.unitycms.io/images/16W6uQxratFBXid0zhFMRO.jpg?op=ocroped&val=1200,1200,1000,1000,0,0&sum=OVbO_khzHyQ"
"92","https://www.20min.ch/story/baby-lilly-von-wohnungsnot-in-zuerich-betroffen-588849370027","2023-11-04T20:56:23+01:00","Baby Lilly von Wohnungsnot in Zürich betroffen",NA,"https://cdn.unitycms.io/images/EYNWVuOKqmy9dxhRA61y_x.jpg?op=ocroped&val=1200,1200,1000,1000,0,0&sum=LElc6MMy5mM"
