"","loc","publication_name","language","publication_date","title","keywords"
"40","https://www.tio.ch/dal-mondo/attualita/1709144/nazioni-onu-unite-organizzazione-stati-mondo-crisi-guerra-pace-diritto","Ticinonline","it","2023-11-06T06:30+01:00","ONU sotto accusa: «Non riesce a garantire la pace»","onu,unite,guerra,stati,mondo,organizzazione,diritto,paesi,crisi,nazioni"
"41","https://www.tio.ch/people/streaming/1702313/sandro-mai-tra-spensieratezza-e-nostalgia","Ticinonline","it","2023-11-06T06:30+01:00","Sandro Mai tra spensieratezza e nostalgia","sandro,nostalgia,sandro mai,spensieratezza,album,band,tratta,argomenti,modo leggero,musica"
"42","https://www.tio.ch/svizzera/politica/1710123/cassis-federale-dipartimento-politica-esteri-svizzera-oriente-onu-risoluzione-critiche","Ticinonline","it","2023-11-05T23:50+01:00","Risoluzione ONU: tutti contro Cassis","risoluzione,cassis,risoluzione onu,onu,svizzera,sinistra,ticinese,ministro,consigliere,federale"
"43","https://www.tio.ch/sport/calcio/1710296/juventus-inter-firenze-fiorentina","Ticinonline","it","2023-11-05T23:05+01:00","Firenze espugnata, la Juventus insegue l'Inter","juventus,inter,firenze,fiorentina,vecchia signora,partita,domenica,serie,signora,ultima partita"
"44","https://www.tio.ch/dal-mondo/cronaca/1710292/quelle-strane-malattie-che-hanno-colpito-gli-artiglieri-anti-isis","Ticinonline","it","2023-11-05T22:01+01:00","Quelle strane malattie che hanno colpito gli artiglieri anti-Isis","colpi,militari,stati,problemi,numero,new,sviluppato problemi,sviluppato problemi fisici,problemi fisici,marines"
"45","https://www.tio.ch/svizzera/attualita/1710258/un-domingos-di-bufere-con-neve-e-venti-a-140-chilometri-all-ora","Ticinonline","it","2023-11-05T21:41+01:00","Un ""Domingos"" di bufere con neve e venti a 140 chilometri all'ora","domingos,svizzera,ora,neve,chilometri,domenica,centimetri,polizia,maltempo,caduti"
"46","https://www.tio.ch/rubriche/ospite/1710281/mendrisio-referendum-park-skate-verita-lega-ticinesi-ora","Ticinonline","it","2023-11-05T21:15+01:00","Referendum skate park Mendrisio, l’ora della verità","referendum,lega,ticinesi,park,ora,skate,skate park,mendrisio,verità,dicono"
"47","https://www.tio.ch/dal-mondo/cronaca/1710278/terremoto-operazioni-ricerca-nepal-sisma","Ticinonline","it","2023-11-05T20:42+01:00","Terremoto, concluse le operazioni di ricerca","nepal,operazioni,terremoto,ricerca,sisma,sopravvissuti,case,notte,macerie,placca"
"48","https://www.tio.ch/sport/motori/1710261/formula-stagione-gara-premio-leclerc","Ticinonline","it","2023-11-05T20:12+01:00","Ennesimo successo per Max, la gara di Leclerc non è mai cominciata","cominciata,leclerc,max,mai cominciata,successo,gara,17esima,verstappen,problema tecnico,problema"
"49","https://www.tio.ch/sport/calcio/1710198/serie-gol-colombo-monza-verona","Ticinonline","it","2023-11-05T20:03+01:00","Lukaku e Azmoun capovolgono il Lecce nei recuperi","azmoun,recuperi,lukaku,lecce,rigore,serie,passato,vantaggio,almqvist,sfida"
"50","https://www.tio.ch/aziende-ticinesi-informano/1710267/ecco-la-prima-neve-arrivederci-al-2024","Ticinonline","it","2023-11-05T19:38+01:00","«Ecco la prima neve. Arrivederci al 2024»","neve,prima neve,tamaro,monte,marzo,team,prossimo anno,monte tamaro,team monte tamaro,team monte"
"51","https://www.tio.ch/svizzera/attualita/1710182/egitto-addio-i-turisti-svizzeri-annullano-i-loro-viaggi","Ticinonline","it","2023-11-05T19:20+01:00","Egitto addio, i turisti svizzeri annullano i loro viaggi","egitto,viaggi,prenotazioni,medio oriente,scoppio,oriente,annullamenti,cancellazioni,dopo scoppio,rispetto anno"
"52","https://www.tio.ch/sport/altri-sport/1710264/lugano-cheseaux-ragazze-set-partita","Ticinonline","it","2023-11-05T19:19+01:00","Lugano malamente battuto","lugano,cheseaux,ragazze,set,partita,portano,frazione,errori,coach,secondo"
"53","https://www.tio.ch/sport/calcio/1710243/league-lugano-ls-mangiarratti-yverdon","Ticinonline","it","2023-11-05T18:29+01:00","Secondo successo stagionale per il Basilea","basilea,super league,league,celestini,yverdon,kriens,lugano,yverdon alessandro,basilea fabio,yverdon alessandro mangiarratti"
"54","https://www.tio.ch/ticino/attualita/1710252/pista-ciclopedonale-via-monte-gaggio-via-vallone-quando","Ticinonline","it","2023-11-05T18:20+01:00","Pista ciclopedonale Via Monte Gaggio-Via Vallone: «Quando?»","vallone,pista ciclopedonale,monte,quando,ciclopedonale,pista,via monte,realizzazione,gaggio,interpellanza"
"55","https://www.tio.ch/sport/calcio/1710250/lugano-shaqiri-ordini-nazionale-crus","Ticinonline","it","2023-11-05T18:09+01:00","Shaqiri al lavoro sotto gli ordini del Crus","lugano,fc,nazionale,ordini,shaqiri,crus,fc lugano,allenamento,qualche,cornaredo"
"56","https://www.tio.ch/dal-mondo/attualita/1710247/amburgo-il-sequestratore-era-recidivo","Ticinonline","it","2023-11-05T18:03+01:00","Amburgo, il sequestratore era recidivo","sequestratore,amburgo,turchia,figlia,germania,diversi mesi,senza autorizzazione,autorizzazione,sito,stato condannato"
"57","https://www.tio.ch/sport/altri-sport/1710236/basket","Ticinonline","it","2023-11-05T17:58+01:00","Bella vittoria per i Tigers","basket,bella,sfida,ticinesi,tigers,montini,valter,valter montini,finale,lugano"
"58","https://www.tio.ch/svizzera/cronaca/1710240/incidente-mortale-sulla-a1-la-vittima-e-un-uomo-di-66-anni","Ticinonline","it","2023-11-05T17:39+01:00","Incidente mortale sulla A1: la vittima è un uomo di 66 anni","a1,mortale,vaud,anni,incidente,veicolo,guida,nyon,gendarmeria,soccorso"
"59","https://www.tio.ch/ticino/politica/1710229/pioggia-avvelenata-dallo-ioduro-d-argento-quali-verifiche-nel-nostro-cantone","Ticinonline","it","2023-11-05T17:18+01:00","Pioggia avvelenata dallo ioduro d'argento: «Quali verifiche nel nostro cantone?»","pioggia,ioduro,verifiche,quali verifiche,argento,cantone,quali,ambrosetti,beretta,beretta piccoli"
"60","https://www.tio.ch/svizzera/attualita/1710181/il-consigliere-federale-rosti-vuole-ridurre-il-canone-ssr-a-300-franchi","Ticinonline","it","2023-11-05T17:00+01:00","Il consigliere federale Rösti vuole ridurre il canone SSR a 300 franchi","federale,ssr,canone,franchi,rösti,svizzera,sindacato,contrario,iniziativa,mass"
"61","https://www.tio.ch/sport/altri-sport/1710208/djokovic-tennis-doppio-bryan-masters","Ticinonline","it","2023-11-05T16:55+01:00","Djokovic piega Dimitrov e trionfa per la settima volta a Parigi-Bercy","parigi-bercy,djokovic,parigi,dimitrov,bercy,serbo,97esimo,nole,carriera,torneo"
"62","https://www.tio.ch/dal-mondo/attualita/1710227/aeroporto-amburgo-scalo-ripresa-preparativi","Ticinonline","it","2023-11-05T16:35+01:00","L'aeroporto di Amburgo è tornato alla normalità","amburgo,scalo,aeroporto,rapida possibile,ripresa,germania,stati,stato,volo,aeroporto amburgo"
"63","https://www.tio.ch/ticino/attualita/1710219/castagna-battitura-tradizione-breggia-cabbio","Ticinonline","it","2023-11-05T16:28+01:00","La storica battitura della castagna","breggia,tradizione,castagna,battitura,cabbio,battitura castagna,valle,valle muggio,muggio"
"64","https://www.tio.ch/dal-mondo/cronaca/1710221/europa-livelli-raggiunto-odio-commissione","Ticinonline","it","2023-11-05T16:16+01:00","Gli attacchi antisemiti in Europa hanno raggiunto «livelli straordinari»","europa,livelli straordinari,comunità ebraiche,livelli,raggiunto,commissione europea,commissione,odio,settimane,tutta"
"65","https://www.tio.ch/sport/calcio/1710194/bellinzona-league-challenge","Ticinonline","it","2023-11-05T16:08+01:00","Bellinzona sconfitto dal Sion","bellinzona,sion,league,pollero,vallesani,challenge,challenge league,classifica,coppa,chouaref joël"
